[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],[US 1120 Balance Sheet_Name],[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
60260,COMPRAS OTROS APROVISIONAMIENTOS ( EMBALAJES ),COMPRAS OTROS APROVISIONAMIENTOS ( EMBALAJES ),Expense,,,No,,6026,,,,,,,,,,
60270,COMPRAS OTROS APROVISIONAMIENTOS ( ENVASES ),COMPRAS OTROS APROVISIONAMIENTOS ( ENVASES ),Expense,,,No,,6027,,,,,,,,,,
60280,COMPRAS OTROS APROVISIONAMIENTOS (MAT.OF.),COMPRAS OTROS APROVISIONAMIENTOS (MAT.OF.),Expense,,,No,,6028,,,,,,,,,,
60290,OTROS,OTROS,Expense,,,No,,6029,,,,,,,,,,
60600,DSCTOS S/COMPRAS PP MERCAD.,DSCTOS S/COMPRAS PP MERCAD.,Expense,,Yes,No,PAYDISCOUNT_REV_ACCT,6060,,,,,,,,,,
60610,DSCTOS S/COMPRAS PP M.PRIMAS,DSCTOS S/COMPRAS PP M.PRIMAS,Expense,,,No,,6061,,,,,,,,,,
60620,DSCTOS S/COMPRAS PP OT.APROV.,DSCTOS S/COMPRAS PP OT.APROV.,Expense,,,No,,6062,,,,,,,,,,
60700,TRABAJOS REALIZ. OTRAS EMPR.,TRABAJOS REALIZ. OTRAS EMPR.,Expense,,,No,,6070,,,,,,,,,,
60800,DEVOL.COMPRAS MERCADERIAS,DEVOL.COMPRAS MERCADERIAS,Expense,,,No,,6080,,,,,,,,,,
60810,DEVOL.COMPRAS MAT.PRIMAS,DEVOL.COMPRAS MAT.PRIMAS,Expense,,,No,,6081,,,,,,,,,,
60820,DEVOL.COMPRAS OTROS APROV.,DEVOL.COMPRAS OTROS APROV.,Expense,,,No,,6082,,,,,,,,,,
60900,RAPPELS COMPRAS MERCADERIAS,RAPPELS COMPRAS MERCADERIAS,Expense,,Yes,No,P_TRADEDISCOUNTREC_ACCT,6090,,,,,,,,,,
60910,RAPPELS COMPRAS MAT.PRIMAS,RAPPELS COMPRAS MAT.PRIMAS,Expense,,,No,,6091,,,,,,,,,,
60920,RAPPELS COMPRAS OTROS APROV.,RAPPELS COMPRAS OTROS APROV.,Expense,,,No,,6092,,,,,,,,,,
61000,VARIAC.EXIST.MERCADERIAS,VARIAC.EXIST.MERCADERIAS,Expense,,Yes,No,P_COSTADJUSTMENT_ACCT,6100,,,,,,,,,,
61010,DIFERENCIA ENTRE PRECIO FACTURACION Y COSTOS (IPV),DIFERENCIA ENTRE PRECIO FACTURACION Y COSTOS (IPV),Expense,,Yes,No,P_INVOICEPRICEVARIANCE_ACCT,6101,,,,,,,,,,
61020,DIFERENCIA ENTRE PRECIO DE COMPRA Y COSTO ESTANDARD (PPV),DIFERENCIA ENTRE PRECIO DE COMPRA Y COSTO ESTANDARD (PPV),Expense,,Yes,No,P_PURCHASEPRICEVARIANCE_ACCT,6102,,,,,,,,,,
61030,DIFERENCIAS POR VARIACION DE PRECIOS DE COMPRA (PPV),DIFERENCIAS POR VARIACION DE PRECIOS DE COMPRA (PPV),Expense,,Yes,No,PPVOFFSET_ACCT,6103,,,,,,,,,,
61100,VARIAC.EXIST.MAT.PRIMAS,VARIAC.EXIST.MAT.PRIMAS,Expense,,,No,P_INVENTORYCLEARING_ACCT,6110,,,,,,,,,,
61200,VARIAC.EXIST.OTROS APROV.,VARIAC.EXIST.OTROS APROV.,Expense,,,No,,6120,,,,,,,,,,
62000,GTS INVESTIGAC.Y DESARROLLO,GTS INVESTIGAC.Y DESARROLLO,Expense,,Yes,No,P_EXPENSE_ACCT,6200,,,,,,,,,,
62100,ARRENDAMIENTOS Y CANONES,ARRENDAMIENTOS Y CANONES,Expense,,,No,,6210,,,,,,,,,,
62110,ARRENDMTOS. FINANCIEROS Y OTROS,ARRENDMTOS. FINANCIEROS Y OTROS,Expense,,,No,,6211,,,,,,,,,,
62200,REPARACIONES Y CONSERV.GRAL,REPARACIONES Y CONSERV.GRAL,Expense,,,No,,6220,,,,,,,,,,
62230,REP.Y CONSERV.MEDIO AMBIENTE,REP.Y CONSERV.MEDIO AMBIENTE,Expense,,,No,,6223,,,,,,,,,,
62300,SERVICIOS DE PROFESIONALES,SERVICIOS DE PROFESIONALES,Expense,,,No,,6230,,,,,,,,,,
62330,SERVICIOS MEDIOAMBIENTALES,SERVICIOS MEDIOAMBIENTALES,Expense,,,No,,6233,,,,,,,,,,
62400,TRANSPORTES,TRANSPORTES,Expense,,,No,,6240,,,,,,,,,,
62500,PRIMAS DE SEGUROS,PRIMAS DE SEGUROS,Expense,,,No,,6250,,,,,,,,,,
62600,SERVICIOS BANCARIOS Y SIMIL.,SERVICIOS BANCARIOS Y SIMIL.,Expense,,Yes,No,B_EXPENSE_ACCT,6260,,,,,,,,,,
62700,PUBLIC/PROPAG/REL.PCAS,PUBLIC/PROPAG/REL.PCAS,Expense,,,No,,6270,,,,,,,,,,
62800,SUMINISTROS,SUMINISTROS,Expense,,,No,,6280,,,,,,,,,,
62900,OTROS SERVICIOS,OTROS SERVICIOS,Expense,,Yes,No,DEFAULT_ACCT,6290,,,,,,,,,,
62910,OTROS GASTOS EN CAJA CHICA,OTROS GASTOS EN CAJA CHICA,Expense,,Yes,No,CB_EXPENSE_ACCT,6291,,,,,,,,,,
62920,OTROS GASTOS,OTROS GASTOS,Expense,,Yes,No,CH_EXPENSE_ACCT,6292,,,,,,,,,,
63000,IMPUESTO CORRIENTE 5,IMPUESTO CORRIENTE 5,Expense,,,No,,6300,,,,,,,,,,
63010,IMPUESTO DIFERIDO,IMPUESTO DIFERIDO,Expense,,,No,,6301,,,,,,,,,,
63100,OTROS TRIBUTOS,OTROS TRIBUTOS,Expense,,,No,,6310,,,,,,,,,,
63300,AJSTES NEG.IMPOS.S/BENEF.,AJSTES NEG.IMPOS.S/BENEF.,Expense,,,No,,6330,,,,,,,,,,
63410,AJ.NEG.IVA ACTIVO CORRIENTE,AJ.NEG.IVA ACTIVO CORRIENTE,Expense,,,No,,6341,,,,,,,,,,
63420,AJUSTES NEG.IVA INVERSIONES,AJUSTES NEG.IVA INVERSIONES,Expense,,,No,,6342,,,,,,,,,,
63600,DEVOLUCION DE IMPUESTOS,DEVOLUCION DE IMPUESTOS,Expense,,,No,,6360,,,,,,,,,,
63800,AJSTES POSIT.IMPOS.S/BENEF.,AJSTES POSIT.IMPOS.S/BENEF.,Expense,,,No,,6380,,,,,,,,,,
63910,AJ.POS.IVA ACTIVO CORRIENTE,AJ.POS.IVA ACTIVO CORRIENTE,Expense,,,No,,6391,,,,,,,,,,
63920,AJSTES POSIT.IVA INVERSIONES,AJSTES POSIT.IVA INVERSIONES,Expense,,,No,,6392,,,,,,,,,,
64000,SUELDOS Y SALARIOS,SUELDOS Y SALARIOS,Expense,,Yes,No,E_EXPENSE_ACCT,6400,,,,,,,,,,
64001,MANO DE OBRA DIRECTA,MANO DE OBRA DIRECTA,Expense,,,No,,6400,,,,,,,,,,
64100,INDEMNIZACIONES,INDEMNIZACIONES,Expense,,,No,,6410,,,,,,,,,,
64200,SEG.SOC.CARGO DE LA EMPRESA,SEG.SOC.CARGO DE LA EMPRESA,Expense,,,No,,6420,,,,,,,,,,
64900,OTROS GASTOS SOCIALES,OTROS GASTOS SOCIALES,Expense,,,No,,6490,,,,,,,,,,
65000,PERD.CDTOS COM.INCOBRABLES,PERD.CDTOS COM.INCOBRABLES,Expense,,,No,,6500,,,,,,,,,,
65100,BENEFICIO TRANSFERIDO(GESTOR),BENEFICIO TRANSFERIDO(GESTOR),Expense,,,No,,6510,,,,,,,,,,
65110,PERD.SOPORTADA(PART.NO GTOR),PERD.SOPORTADA(PART.NO GTOR),Expense,,,No,,6511,,,,,,,,,,
65500,OTROS GASTOS VARIABLES,OTROS GASTOS VARIABLES,Expense,,,No,,6550,,,,,,,,,,
65900,OTRAS PERD.GESTION CORRIENTE,OTRAS PERD.GESTION CORRIENTE,Expense,,,No,,6590,,,,,,,,,,
66000,GTS.FINANC.ACTUALIZ.PROVIS.,GTS.FINANC.ACTUALIZ.PROVIS.,Expense,,,No,,6600,,,,,,,,,,
66100,INT.OBLIG.Y BONOS LP (GRUPO),INT.OBLIG.Y BONOS LP (GRUPO),Expense,,,No,,6610,,,,,,,,,,
66101,INT.IMPL.OBL/BONOS LP(GRUPO),INT.IMPL.OBL/BONOS LP(GRUPO),Expense,,,No,,6610,,,,,,,,,,
66110,INT.OBLIG.Y BONOS LP (ASOC),INT.OBLIG.Y BONOS LP (ASOC),Expense,,,No,,6611,,,,,,,,,,
66111,INT.IMPL.OBL/BONOS LP(ASOC),INT.IMPL.OBL/BONOS LP(ASOC),Expense,,,No,,6611,,,,,,,,,,
66120,INT.OBLIG.Y BONOS LP (O.P.V),INT.OBLIG.Y BONOS LP (O.P.V),Expense,,,No,,6612,,,,,,,,,,
66121,INT.IMPL.OBL/BONOS LP(O.P.V),INT.IMPL.OBL/BONOS LP(O.P.V),Expense,,,No,,6612,,,,,,,,,,
66130,INT.OBLIG.Y BONOS LP(OT.EMP),INT.OBLIG.Y BONOS LP(OT.EMP),Expense,,,No,,6613,,,,,,,,,,
66131,INT.IMPL.OBL/BON.LP(OT.EMP),INT.IMPL.OBL/BON.LP(OT.EMP),Expense,,,No,,6613,,,,,,,,,,
66150,INT.OBLIG.Y BONOS CP (GRUPO),INT.OBLIG.Y BONOS CP (GRUPO),Expense,,,No,,6615,,,,,,,,,,
66151,INT.IMPLIC.OBL/BONOS CP(GRUPO),INT.IMPLIC.OBL/BONOS CP(GRUPO),Expense,,,No,,6615,,,,,,,,,,
66160,INT.OBLIG.Y BONOS CP (ASOC),INT.OBLIG.Y BONOS CP (ASOC),Expense,,,No,,6616,,,,,,,,,,
66161,INT.IMPLIC.OBL/BON.CP(ASOC),INT.IMPLIC.OBL/BON.CP(ASOC),Expense,,,No,,6616,,,,,,,,,,
66170,INT.OBLIG.Y BONOS CP (O.P.V),INT.OBLIG.Y BONOS CP (O.P.V),Expense,,,No,,6617,,,,,,,,,,
66171,INT.IMPLIC.OBL/BON.CP(O.P.V),INT.IMPLIC.OBL/BON.CP(O.P.V),Expense,,,No,,6617,,,,,,,,,,
66180,INT.OBLIG.Y BONOS CP(OT.EMP),INT.OBLIG.Y BONOS CP(OT.EMP),Expense,,,No,,6618,,,,,,,,,,
66181,INT.IMPLIC.OBL/BON.CP(OT.EMP),INT.IMPLIC.OBL/BON.CP(OT.EMP),Expense,,,No,,6618,,,,,,,,,,
66200,INTERESES DEUDAS GRUPO,INTERESES DEUDAS GRUPO,Expense,,,No,,6620,,,,,,,,,,
66201,INTERESES IMPLIC.DEUD.(GRUPO),INTERESES IMPLIC.DEUD.(GRUPO),Expense,,,No,,6620,,,,,,,,,,
66210,INTERESES DEUDAS ASOCIADAS,INTERESES DEUDAS ASOCIADAS,Expense,,,No,,6621,,,,,,,,,,
66211,INTERESES IMPLIC.DEUD.(ASOC),INTERESES IMPLIC.DEUD.(ASOC),Expense,,,No,,6621,,,,,,,,,,
66220,INTERESES DEUDAS O.P.V,INTERESES DEUDAS O.P.V,Expense,,,No,,6622,,,,,,,,,,
66221,INTERESES IMPLIC.DEUD.(O.P.V),INTERESES IMPLIC.DEUD.(O.P.V),Expense,,,No,,6622,,,,,,,,,,
66230,INTERESES DEUDAS ENT.CDTO,INTERESES DEUDAS ENT.CDTO,Expense,,Yes,No,B_INTERESTEXP_ACCT,6623,,,,,,,,,,
66231,INTERESES IMPLIC.DEUD.(E.CDTO),INTERESES IMPLIC.DEUD.(E.CDTO),Expense,,,No,,6623,,,,,,,,,,
66240,INTERESES DEUDAS OTRAS EMP.,INTERESES DEUDAS OTRAS EMP.,Expense,,,No,,6624,,,,,,,,,,
66241,INTERESES IMPLIC.DEUD.(O.EMP),INTERESES IMPLIC.DEUD.(O.EMP),Expense,,,No,,6624,,,,,,,,,,
66300,PERD.VAL. ACT/PAS.FIN.VALOR RAZ.,PERD.VAL. ACT/PAS.FIN.VALOR RAZ.,Expense,,,No,,6630,,,,,,,,,,
66400,GTOS.DIVIDENDOS DE PASIVOS (GRUPO),GTOS.DIVIDENDOS DE PASIVOS (GRUPO),Expense,,,No,,6640,,,,,,,,,,
66410,GTOS.DIVIDENDOS DE PASIVOS (ASOC),GTOS.DIVIDENDOS DE PASIVOS (ASOC),Expense,,,No,,6641,,,,,,,,,,
66420,GTOS.DIVIDENDOS DE PASIVOS (O.P.V),GTOS.DIVIDENDOS DE PASIVOS (O.P.V),Expense,,,No,,6642,,,,,,,,,,
66430,GTOS.DIVIDENDOS DE PASIVOS (OTRAS),GTOS.DIVIDENDOS DE PASIVOS (OTRAS),Expense,,,No,,6643,,,,,,,,,,
66500,INT.DCTO.EFECT.ENTID.CDTO(GR),INT.DCTO.EFECT.ENTID.CDTO(GR),Expense,,,No,,6650,,,,,,,,,,
66510,INT.DCTO.EFECT.ENT.CDTO(ASOC),INT.DCTO.EFECT.ENT.CDTO(ASOC),Expense,,,No,,6651,,,,,,,,,,
66520,INT.DCTO.EFECT.ENT.CDTO(O.E.V),INT.DCTO.EFECT.ENT.CDTO(O.E.V),Expense,,,No,,6652,,,,,,,,,,
66530,INT.DCTO.EFECT.ENT.CDTO(OTR),INT.DCTO.EFECT.ENT.CDTO(OTR),Expense,,,No,,6653,,,,,,,,,,
66540,INT.OP.FACTORING E.CDT.(GR),INT.OP.FACTORING E.CDT.(GR),Expense,,,No,,6654,,,,,,,,,,
66550,INT.OP.FACTORING E.CDT.(ASOC),INT.OP.FACTORING E.CDT.(ASOC),Expense,,,No,,6655,,,,,,,,,,
66560,INT.OP.FACTORING E.CDT.(O.E.V),INT.OP.FACTORING E.CDT.(O.E.V),Expense,,,No,,6656,,,,,,,,,,
66570,INT.OP.FACTORING E.CDT.(OTR),INT.OP.FACTORING E.CDT.(OTR),Expense,,,No,,6657,,,,,,,,,,
66600,PERD.VAL.REPR.DEUDA LP(GR),PERD.VAL.REPR.DEUDA LP(GR),Expense,,,No,,6660,,,,,,,,,,
66610,PERD.VAL.REPR.DEUDA LP(ASOC),PERD.VAL.REPR.DEUDA LP(ASOC),Expense,,,No,,6661,,,,,,,,,,
66620,PERD.VAL.REPR.DEUDA LP(OPV),PERD.VAL.REPR.DEUDA LP(OPV),Expense,,,No,,6662,,,,,,,,,,
66630,PERD.PART/VAL.REPR.DEUD.LP(OT),PERD.PART/VAL.REPR.DEUD.LP(OT),Expense,,,No,,6663,,,,,,,,,,
66650,PERD.PART/VAL.REPR.DEUD.CP(GR),PERD.PART/VAL.REPR.DEUD.CP(GR),Expense,,,No,,6665,,,,,,,,,,
66660,PERD.PART/VAL.REPR.DEUD.CP(AS),PERD.PART/VAL.REPR.DEUD.CP(AS),Expense,,,No,,6666,,,,,,,,,,
66670,PERD.VAL.REPR.DEUDA CP(OPV),PERD.VAL.REPR.DEUDA CP(OPV),Expense,,,No,,6667,,,,,,,,,,
66680,PERD.VAL.REPR.DEUDA CP(OT),PERD.VAL.REPR.DEUDA CP(OT),Expense,,,No,,6668,,,,,,,,,,
66700,PERDIDAS DE CDTOS LP (GRUPO),PERDIDAS DE CDTOS LP (GRUPO),Expense,,,No,,6670,,,,,,,,,,
66710,PERDIDAS DE CDTOS LP (ASOC),PERDIDAS DE CDTOS LP (ASOC),Expense,,,No,,6671,,,,,,,,,,
66720,PERDIDAS DE CDTOS LP (O.P.V),PERDIDAS DE CDTOS LP (O.P.V),Expense,,,No,,6672,,,,,,,,,,
66730,PERDIDAS DE CDTOS LP(OT.EMPR),PERDIDAS DE CDTOS LP(OT.EMPR),Expense,,,No,,6673,,,,,,,,,,
66750,PERDIDAS DE CDTOS CP (GRUPO),PERDIDAS DE CDTOS CP (GRUPO),Expense,,,No,,6675,,,,,,,,,,
66760,PERDIDAS DE CDTOS CP (ASOC),PERDIDAS DE CDTOS CP (ASOC),Expense,,,No,,6676,,,,,,,,,,
66770,PERDIDAS DE CDTOS CP (O.P.V),PERDIDAS DE CDTOS CP (O.P.V),Expense,,,No,,6677,,,,,,,,,,
66780,PERDIDAS DE CDTOS CP(OT.EMPR),PERDIDAS DE CDTOS CP(OT.EMPR),Expense,,,No,,6678,,,,,,,,,,
66800,DIFERENCIAS NEGATIVAS CAMBIO,DIFERENCIAS NEGATIVAS CAMBIO,Expense,,,No,,6680,,,,,,,,,,
66810,DIFERENCIAS NEGATIVAS DE CAMBIO EN BANCOS,DIFERENCIAS NEGATIVAS DE CAMBIO EN BANCOS,Expense,,Yes,No,B_REVALUATIONLOSS_ACCT,6681,,,,,,,,,,
66820,DIFERENCIAS NEGATIVAS ENTRE FACTURA Y BANCO,DIFERENCIAS NEGATIVAS ENTRE FACTURA Y BANCO,Expense,,Yes,No,B_SETTLEMENTLOSS_ACCT,6682,,,,,,,,,,
66830,DIFERENCIAS NEGATIVAS ENTRE INGRESOS Y EGRESOS,DIFERENCIAS NEGATIVAS ENTRE INGRESOS Y EGRESOS,Expense,,Yes,No,UNREALIZEDLOSS_ACCT,6683,,,,,,,,,,
66840,DIFERENCIAS ENTRE FACTURAS Y COBBROS,DIFERENCIAS ENTRE FACTURAS Y COBBROS,Expense,,Yes,No,REALIZEDLOSS_ACCT,6684,,,,,,,,,,
66850,DIFERENVIAS NEGATIVAS POR REDONDEO DE CAMBIO,DIFERENVIAS NEGATIVAS POR REDONDEO DE CAMBIO,Expense,,Yes,No,CURRENCYBALANCING_ACCT,6685,,,,,,,,,,
66900,OTROS GASTOS FINANCIEROS,OTROS GASTOS FINANCIEROS,Expense,,,No,,6690,,,,,,,,,,
67000,PERD.INMOVIL.INTANGIBLE,PERD.INMOVIL.INTANGIBLE,Expense,,,No,,6700,,,,,,,,,,
67100,PERD.INMOVIL.MATERIAL,PERD.INMOVIL.MATERIAL,Expense,,,No,,6710,,,,,,,,,,
67200,PERD.INVERSIONES INMOBILIARIAS,PERD.INVERSIONES INMOBILIARIAS,Expense,,,No,,6720,,,,,,,,,,
67330,PERD.PARTICIPAC.LP (GRUPO),PERD.PARTICIPAC.LP (GRUPO),Expense,,,No,,6733,,,,,,,,,,
67340,PERD.PARTICIPAC.LP (ASOC),PERD.PARTICIPAC.LP (ASOC),Expense,,,No,,6734,,,,,,,,,,
67350,PERD.PARTICIPAC.LP (O.P.V),PERD.PARTICIPAC.LP (O.P.V),Expense,,,No,,6735,,,,,,,,,,
67500,PERD.OPERAC.OBLIGAC.PROPIAS,PERD.OPERAC.OBLIGAC.PROPIAS,Expense,,,No,,6750,,,,,,,,,,
67800,GASTOS EXCEPCIONALES 5 678,GASTOS EXCEPCIONALES 5 678,Expense,,Yes,No,CB_DIFFERENCES_ACCT,6780,,,,,,,,,,
67810,DIFERENCIAS PARA COMPENSAR OP. EN MON. EXTRANJERA,DIFERENCIAS PARA COMPENSAR OP. EN MON. EXTRANJERA,Expense,,Yes,No,SUSPENSEBALANCING_ACCT,6781,,,,,,,,,,
67820,DIFERENCIAS POR CUENTA INVALIDA DEBE SER INVESTIGADO,DIFERENCIAS POR CUENTA INVALIDA DEBE SER INVESTIGADO,Expense,,Yes,No,SUSPENSEERROR_ACCT,6782,,,,,,,,,,
68000,AMORTIZ.DEL INMOV.INTANGIBLE,AMORTIZ.DEL INMOV.INTANGIBLE,Expense,,,No,,6800,,,,,,,,,,
68100,AMORTIZ.DEL INMOV.MATERIAL,AMORTIZ.DEL INMOV.MATERIAL,Expense,,,No,,6810,,,,,,,,,,
68200,AMORTIZ.DE INV.INMOBILIARIAS,AMORTIZ.DE INV.INMOBILIARIAS,Expense,,,No,,6820,,,,,,,,,,
69000,PERD.DETERIORO INMOV.INTANG.,PERD.DETERIORO INMOV.INTANG.,Expense,,,No,,6900,,,,,,,,,,
69100,PERD.DETERIORO INMOV.MAT.,PERD.DETERIORO INMOV.MAT.,Expense,,,No,,6910,,,,,,,,,,
69200,PERD.DETERIORO INV.INMOB.,PERD.DETERIORO INV.INMOB.,Expense,,,No,,6920,,,,,,,,,,
69300,PERD.DET.PROD.TERM/CUR.FABR.,PERD.DET.PROD.TERM/CUR.FABR.,Expense,,,No,,6930,,,,,,,,,,
69310,PERD.DETERIORO MERCADERIAS,PERD.DETERIORO MERCADERIAS,Expense,,Yes,No,W_DIFFERENCES_ACCT,6931,,,,,,,,,,
69320,PERD.DETERIORO MAT.PRIMAS,PERD.DETERIORO MAT.PRIMAS,Expense,,Yes,No,W_INVACTUALADJUST_ACCT,6932,,,,,,,,,,
69330,PERD.DETERIORO OTROS APROV.,PERD.DETERIORO OTROS APROV.,Expense,,Yes,No,W_REVALUATION_ACCT,6933,,,,,,,,,,
69400,PERD.DETERIORO CTOS OP.COM.,PERD.DETERIORO CTOS OP.COM.,Expense,,Yes,No,WRITEOFF_ACCT,6940,,,,,,,,,,
69410,PERD.DETER.CDTOS.OP.COM.(GR),PERD.DETER.CDTOS.OP.COM.(GR),Expense,,,No,,6941,,,,,,,,,,
69420,PERD.DETER.CDTOS.OP.COM.(AS),PERD.DETER.CDTOS.OP.COM.(AS),Expense,,,No,,6942,,,,,,,,,,
69430,PERD.DETER.CDTOS.OP.COM.(OPV),PERD.DETER.CDTOS.OP.COM.(OPV),Expense,,,No,,6943,,,,,,,,,,
69540,DOT.PROV.CONTRATOS ONEROSOS,DOT.PROV.CONTRATOS ONEROSOS,Expense,,,No,,6954,,,,,,,,,,
69590,DOT.PROV.OTRAS OP.COMERCIALES ,DOT.PROV.OTRAS OP.COMERCIALES ,Expense,,,No,,6959,,,,,,,,,,
69600,PERD.DET.PART.INST.PN.LP(GR),PERD.DET.PART.INST.PN.LP(GR),Expense,,,No,,6960,,,,,,,,,,
69610,PERD.DET.PART.INST.PN.LP(AS),PERD.DET.PART.INST.PN.LP(AS),Expense,,,No,,6961,,,,,,,,,,
69620,PERD.DET.PART.INST.PN.LP(OPV),PERD.DET.PART.INST.PN.LP(OPV),Expense,,,No,,6962,,,,,,,,,,
69630,PERD.DET.PART.INST.PN.LP(OT),PERD.DET.PART.INST.PN.LP(OT),Expense,,,No,,6963,,,,,,,,,,
69650,PERD.DET.VAL.REP.DEUD.LP(GR),PERD.DET.VAL.REP.DEUD.LP(GR),Expense,,,No,,6965,,,,,,,,,,
69660,PERD.DET.VAL.REP.DEUD.LP(AS),PERD.DET.VAL.REP.DEUD.LP(AS),Expense,,,No,,6966,,,,,,,,,,
69670,PERD.DET.VAL.REP.DEUD.LP(OPV),PERD.DET.VAL.REP.DEUD.LP(OPV),Expense,,,No,,6967,,,,,,,,,,
69680,PERD.DET.VAL.REP.DEUD.LP(OT),PERD.DET.VAL.REP.DEUD.LP(OT),Expense,,,No,,6968,,,,,,,,,,
69700,PERD.DET.CDTOS LP(GRUPO),PERD.DET.CDTOS LP(GRUPO),Expense,,,No,,6970,,,,,,,,,,
69710,PERD.DET.CDTOS LP(ASOC),PERD.DET.CDTOS LP(ASOC),Expense,,,No,,6971,,,,,,,,,,
69720,PERD.DET.CDTOS LP(O.P.V),PERD.DET.CDTOS LP(O.P.V),Expense,,,No,,6972,,,,,,,,,,
69730,PERD.DET.CDTOS LP(OT.EMPR),PERD.DET.CDTOS LP(OT.EMPR),Expense,,,No,,6973,,,,,,,,,,
69800,PERD.DET.PART.INST.PN.CP(GR),PERD.DET.PART.INST.PN.CP(GR),Expense,,,No,,6980,,,,,,,,,,
69810,PERD.DET.PART.INST.PN.CP(AS),PERD.DET.PART.INST.PN.CP(AS),Expense,,,No,,6981,,,,,,,,,,
69850,PERD.DET.VAL.REP.DEUD.CP(GR),PERD.DET.VAL.REP.DEUD.CP(GR),Expense,,,No,,6985,,,,,,,,,,
69860,PERD.DET.VAL.REP.DEUD.CP(AS),PERD.DET.VAL.REP.DEUD.CP(AS),Expense,,,No,,6986,,,,,,,,,,
69870,PERD.DET.VAL.REP.DEUD.CP(OPV),PERD.DET.VAL.REP.DEUD.CP(OPV),Expense,,,No,,6987,,,,,,,,,,
69880,PERD.DET.VAL.REP.DEUD.CP(OT),PERD.DET.VAL.REP.DEUD.CP(OT),Expense,,,No,,6988,,,,,,,,,,
69900,PERD.DETERIORO CDTOS CP(GR),PERD.DETERIORO CDTOS CP(GR),Expense,,,No,,6990,,,,,,,,,,
69910,PERD.DETERIORO CDTOS CP(ASOC),PERD.DETERIORO CDTOS CP(ASOC),Expense,,,No,,6991,,,,,,,,,,
69920,PERD.DETERIORO CDTOS CP(O.P.V),PERD.DETERIORO CDTOS CP(O.P.V),Expense,,,No,,6992,,,,,,,,,,
69930,PERD.DETERIORO CDTOS CP(OT),PERD.DETERIORO CDTOS CP(OT),Expense,,,No,,6993,,,,,,,,,,
70000,VENTAS DE MERCADERIAS,VENTAS DE MERCADERIAS,Revenue,,Yes,No,P_REVENUE_ACCT,7000,,,,,,,,,,
70001,PROYECTO ACTIVO,PROYECTO ACTIVO,Revenue,,Yes,No,PJ_ASSET_ACCT,70,,,,,,,,,,
70002,PROYECTO EN CURSO,PROYECTO EN CURSO,Revenue,,Yes,No,PJ_WIP_ACCT,70,,,,,,,,,,
70010,VENTA DE MERCADERIA FACTURADA PERO NO ENTREGADA,VENTA DE MERCADERIA FACTURADA PERO NO ENTREGADA,Revenue,,Yes,No,UNEARNEDREVENUE_ACCT,7001,,,,,,,,,,
70020,VENTA DE MERCADERIA ENTREGADA SIN FACTURAR,VENTA DE MERCADERIA ENTREGADA SIN FACTURAR,Revenue,,Yes,No,NOTINVOICEDREVENUE_ACCT,7002,,,,,,,,,,
70100,VENTAS PRODUCTOS TERMINADOS,VENTAS PRODUCTOS TERMINADOS,Revenue,,,No,,7010,,,,,,,,,,
70200,VENTAS PRODUCTOS SEMITERM.,VENTAS PRODUCTOS SEMITERM.,Revenue,,,No,,7020,,,,,,,,,,
70300,VTAS SUBPRODUCTOS Y RESIDUOS,VTAS SUBPRODUCTOS Y RESIDUOS,Revenue,,,No,,7030,,,,,,,,,,
70400,VENTAS ENVASES Y EMBALAJES,VENTAS ENVASES Y EMBALAJES,Revenue,,,No,,7040,,,,,,,,,,
70500,PRESTACIONES DE SERVICIOS,PRESTACIONES DE SERVICIOS,Revenue,,,No,,7050,,,,,,,,,,
70600,DCTO S/VTAS PP MERCADERIAS,DCTO S/VTAS PP MERCADERIAS,Revenue,,Yes,No,PAYDISCOUNT_EXP_ACCT,7060,,,,,,,,,,
70610,DCTO S/VTAS PP PROD.TERMIN.,DCTO S/VTAS PP PROD.TERMIN.,Revenue,,,No,,7061,,,,,,,,,,
70620,DCTO S/VTAS PP PROD.SEMITERM.,DCTO S/VTAS PP PROD.SEMITERM.,Revenue,,,No,,7062,,,,,,,,,,
70630,DCTO S/VTAS PP SUBPROD/RESID.,DCTO S/VTAS PP SUBPROD/RESID.,Revenue,,,No,,7063,,,,,,,,,,
70800,DEVOLUC.VTAS MERCADERIAS,DEVOLUC.VTAS MERCADERIAS,Revenue,,,No,,7080,,,,,,,,,,
70810,DEVOLUC.VTAS PROD.TERMINADOS,DEVOLUC.VTAS PROD.TERMINADOS,Revenue,,,No,,7081,,,,,,,,,,
70820,DEVOLUC.VTAS PROD.SEMITERMIN.,DEVOLUC.VTAS PROD.SEMITERMIN.,Revenue,,,No,,7082,,,,,,,,,,
70830,DEVOLUC.VTAS SUBPROD/RESIDUOS,DEVOLUC.VTAS SUBPROD/RESIDUOS,Revenue,,,No,,7083,,,,,,,,,,
70840,DEVOLUC.VTAS ENV.Y EMBALAJES,DEVOLUC.VTAS ENV.Y EMBALAJES,Revenue,,,No,,7084,,,,,,,,,,
